what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1313980763406
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1313980765984
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1313980785078
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1313980786765
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1313980786765
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1313980786906
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1313980788593
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1313980789296
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1313980812750
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1313980819921
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1313980835171
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1313980836015
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1313980839937
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.goto.lineEnd",1313980841171
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.text.contentAssist.proposals",1313980843140
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.select.lineStart",1313980849171
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.cut",1313980849468
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.goto.lineStart",1313980849906
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1313980850984
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1313980851375
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1313980857156
started,bundle,org.eclipse.debug.ui,3.5.0.v20090603,"org.eclipse.debug.ui",1313980861296
started,bundle,org.eclipse.jdt.debug,3.5.0.v20090526,"org.eclipse.jdt.debug",1313980861359
started,bundle,org.eclipse.jdt.debug.ui,3.4.0.v20090527,"org.eclipse.jdt.debug.ui",1313980861406
opened,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1313980861796
