what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.delete",1314252147625
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.delete",1314252148015
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.delete",1314252148515
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1314252153515
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1314252159593
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1314252160578
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1314252161875
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1314252166375
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1314252169828
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1314252171531
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1314252174765
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1314252184390
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1314252191828
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1314252502781
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1314252667296
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1314252729359
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1314252870640
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1314253006750
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1314253008265
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1314253009109
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1314253009531
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1314253014718
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1314253016015
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1314253016015
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1314253017046
