what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.update.configurator,3.3.0.v20090312,"org.eclipse.update.configurator",1314150657140
started,bundle,org.eclipse.update.core,3.2.300.v20090525,"org.eclipse.update.core",1314150657140
started,bundle,org.eclipse.update.scheduler,3.2.200.v20081127,"org.eclipse.update.scheduler",1314150657140
os,sysinfo,,,"win32",1314150657156
arch,sysinfo,,,"x86",1314150657156
ws,sysinfo,,,"win32",1314150657156
locale,sysinfo,,,"ko_KR",1314150657156
processors,sysinfo,,,"2",1314150657156
java.runtime.name,sysinfo,,,"Java(TM) 2 Runtime Environment, Standard Edition",1314150657156
java.runtime.version,sysinfo,,,"1.5.0_12-b04",1314150657156
java.specification.name,sysinfo,,,"Java Platform API Specification",1314150657156
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1314150657156
java.specification.version,sysinfo,,,"1.5",1314150657156
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1314150657156
java.version,sysinfo,,,"1.5.0_12",1314150657156
java.vm.info,sysinfo,,,"mixed mode",1314150657156
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1314150657156
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1314150657156
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1314150657156
java.vm.specification.version,sysinfo,,,"1.0",1314150657156
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1314150657156
java.vm.version,sysinfo,,,"1.5.0_12-b04",1314150657156
opened,view,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.PackageExplorer",1314150666265
opened,view,org.eclipse.ui.ide,3.5.0.I20090525-2000,"org.eclipse.ui.views.ProblemView",1314150666640
opened,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1314150666687
