what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.paste",1314084066109
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1314084067437
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1314084069437
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1314084070609
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1314084071671
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1314084072406
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.goto.lineEnd",1314084073640
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1314084074156
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1314084074875
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1314084079171
executed,command,org.eclipse.debug.ui,3.5.0.v20090603,"org.eclipse.debug.ui.commands.RunLast",1314084079906
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.goto.lineStart",1314084085156
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.select.lineEnd",1314084085359
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.copy",1314084085718
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.goto.lineEnd",1314084085843
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1314084089109
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1314084094531
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1314084100000
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1314084100687
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1314084101921
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1314084102906
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.text.contentAssist.proposals",1314084107578
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.goto.lineStart",1314084110312
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.select.lineEnd",1314084110703
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.cut",1314084110781
