what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1314251373843
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1314251374828
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1314251378203
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1314251378734
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1314251389328
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1314251392296
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1314251397890
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1314251436515
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1314251436968
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1314251458375
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.select.wordPrevious",1314251459296
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.select.lineStart",1314251460406
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1314251463125
executed,command,org.eclipse.debug.ui,3.5.0.v20090603,"org.eclipse.debug.ui.commands.RunLast",1314251464328
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1314251468671
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1314251472328
executed,command,org.eclipse.debug.ui,3.5.0.v20090603,"org.eclipse.debug.ui.commands.OpenRunConfigurations",1314251472359
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1314251477812
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1314251487500
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1314251489484
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1314251490437
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1314251582578
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1314251603843
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1314251604296
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1314251678671
