what,kind,bundleId,bundleVersion,description,time
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1313980861859
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1313980863218
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1313980864234
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1313980864750
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1313980875265
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1313980883421
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.goto.lineStart",1313980885843
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.goto.lineStart",1313980886390
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1313980888984
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.delete",1313980891500
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1313980891843
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1313980892218
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1313980897640
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1313980898375
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1313980899656
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1313980902625
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1313980905953
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1313980906765
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1313980912750
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1313980913843
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1313980914781
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1313980915906
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1313980956890
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1313980957531
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1313980997890
